text_id,label,prompt_id,model,humanizer,source_text_id,raw_text,word_count,char_count,ai_uzunluk_bandi,ortusme_orani,degistirmedi
T029,humanized,5,Gemini,Aithor,T028,"Yüz yüze eğitim ve uzaktan eğitim, günümüzde farklı deneyimlerle öne çıkar. Yüz yüze eğitimin en belirgin avantajı, öğretmen ve öğrenciler arasındaki canlı etkileşim sayesinde sosyalleşmeyi, grup çalışmalarını ve anında geri bildirimi desteklemesidir. Ancak belirli bir mekana ve katı bir zaman çizelgesine bağlı kalma zorunluluğu ulaşım gibi ek maliyetler yaratması açısından dezavantajlıdır. Diğer yandan uzaktan eğitim zaman ve mekandan tamamen bağımsız olmasıyla öğrencilere muazzam bir esneklik sunar bireyler diledikleri yerden katılım sağlayarak ciddi bir maliyet tasarrufu elde ederler. Buna karşın ekran başında geçirilen sürenin yarattığı odaklanma sorunları aniden gelişebilecek altyapısal veya teknik aksaklıklar ve en önemlisi sosyal izolasyon uzaktan eğitimin temel dezavantajları olarak görülmektedir. Her iki model de kendi içinde değerli fırsatlar barındırır.",112,876,uygulanmaz,92.8,hayir
T030,humanized,5,Gemini,Rephraser,T028,"Günümüzde yüz yüze ve uzaktan eğitim farklı deneyimler sunmaktadır. Yüz yüze öğrenmenin en belirgin faydası sosyalleşmeyi, takım çalışmasını ve öğretmenler ile öğrenciler arasındaki gerçek zamanlı etkileşim yoluyla anında geri bildirimi teşvik etmesidir. Ancak belirli bir yere bağlı olmak ve katı bir programa bağlı olmak, ulaşım maliyetleri gibi ekstra harcamalara yol açması nedeniyle bir dezavantajdır. Öte yandan uzaktan eğitim, öğrencilere zaman ve mekandan bağımsız olarak öğrenme olanağı sağlayarak büyük bir esneklik sağlayarak bireylerin istedikleri yerden eğitim alarak maliyetlerden önemli ölçüde tasarruf etmelerini sağlar. Buna karşılık, uzaktan eğitimin başlıca dezavantajları ise ekran kullanımından kaynaklanan dikkat sorunları, beklenmeyen teknik veya altyapı arızaları ve en önemlisi sosyal izolasyon olarak tanımlanmaktadır. Her iki modelin de kendi içinde değerli bir potansiyeli var.",116,905,uygulanmaz,48.5,hayir
T031,ai,1,Claude,,,"Türkiye Cumhuriyeti, Asya ve Avrupa kıtaları arasında yer alan, üç tarafı denizlerle çevrili bir ülkedir. 29 Ekim 1923 tarihinde Mustafa Kemal Atatürk önderliğinde kurulmuş ve başkenti Ankara olarak belirlenmiştir. Ülkenin yönetim biçimi cumhuriyettir; 2018 yılından itibaren cumhurbaşkanlığı hükûmet sistemiyle yönetilmektedir. Cumhuriyet, egemenliğin belirli bir kişiye ya da aileye değil, doğrudan halka ait olduğu yönetim biçimidir. Bu düzende halk, belirli aralıklarla yapılan seçimlerle kendisini yönetecek temsilcileri özgürce seçer ve yöneticiler halka karşı sorumludur. Yasama görevini Türkiye Büyük Millet Meclisi yürütür. Resmî dili Türkçe, para birimi Türk lirasıdır. Nüfusu 85 milyonun üzerindedir ve İstanbul en kalabalık şehridir. Anayasaya göre Türkiye demokratik, laik ve sosyal bir hukuk devletidir; bayrağı ise kırmızı zemin üzerine ay yıldızdan oluşur.",113,872,uygun,,hayir
T032,humanized,1,Claude,Aithor,T031,"Türkiye Cumhuriyeti, Asya ve Avrupa kıtaları arasında yer alan, üç tarafı denizlerle çevrili bir ülkedir. 29 Ekim 1923 tarihinde Mustafa Kemal Atatürk önderliğinde kurulmuş ve başkenti Ankara olarak belirlenmiştir. Ülkenin yönetim biçimi cumhuriyettir; 2018 yılından itibaren cumhurbaşkanlığı hükûmet sistemiyle yönetilmektedir. Cumhuriyet, egemenliğin belirli bir kişiye ya da aileye değil, doğrudan halka ait olduğu yönetim biçimidir. Bu düzende halk, belirli aralıklarla yapılan seçimlerle kendisini yönetecek temsilcileri özgürce seçer ve yöneticiler halka karşı sorumludur. Yasama görevini Türkiye Büyük Millet Meclisi yürütür. Resmî dili Türkçe, para birimi Türk lirasıdır. Nüfusu 85 milyonun üzerindedir ve İstanbul en kalabalık şehridir. Anayasaya göre Türkiye demokratik, laik ve sosyal bir hukuk devletidir; bayrağı ise kırmızı zemin üzerine ay yıldızdan oluşur.",113,872,uygulanmaz,100.0,evet
T033,humanized,1,Claude,Rephraser,T031,"Türkiye, Asya ile Avrupa arasında yer alan, topraklarının üç tarafı denizlerle çevrili bir ülkedir. 29 Ekim 1923'te Mustafa Kemal Atatürk'ün önderliğinde Ankara başkent olmak üzere kuruldu. Ülke, 2018 yılından bu yana başkanlık sistemiyle faaliyet gösteren bir cumhuriyettir. Cumhuriyet, tek bir kişinin veya ailenin değil, iktidarın doğrudan halkın elinde olduğu yönetim türüdür. Bu sistemde insanlar, kendilerini yönetecek temsilcilerini düzenli seçimlerle özgürce seçerler ve yöneticiler halka karşı sorumludurlar. Türkiye Büyük Millet Meclisi yasama görevlerini yürütmekle sorumludur. Resmi dili Türkçe, para birimi ise Türk Lirasıdır. Nüfusu 85 milyonun üzerinde olup en büyük şehri İstanbul'dur. Anayasa'da Türkiye'nin demokratik, laik ve sosyal bir hukuk devleti olduğu belirtiliyor ve bayrağında kırmızı zemin üzerine ay-yıldız bulunuyor.",109,846,uygulanmaz,53.9,hayir
T034,ai,2,Claude,,,"Madde, doğada temel olarak katı, sıvı ve gaz hâlinde bulunur. Katı hâlde tanecikler birbirine çok yakındır ve düzenli biçimde titreşir; bu yüzden katıların belirli bir şekli ve hacmi vardır, örneğin buzdolabındaki buz küpü veya masamızın üzerindeki tahta kalem. Sıvı hâlde tanecikler arasındaki boşluk biraz artar, tanecikler birbiri üzerinden kayabilir; böylece sıvılar bulundukları kabın şeklini alır ama hacimleri değişmez, bardağa doldurduğumuz su bunun güzel bir örneğidir. Gaz hâlinde ise tanecikler çok uzak ve serbesttir, her yöne dağılırlar; bu nedenle gazların belirli bir şekli ve hacmi yoktur, mutfak tüpündeki doğal gaz ya da soluduğumuz hava buna örnektir. Bu hâller arasındaki temel fark, tanecikler arasındaki çekim kuvveti, uzaklık ve hareket serbestliğidir. Isı alışverişiyle madde bir hâlden diğerine geçebilir.",115,830,uygun,,hayir
T035,humanized,2,Claude,Rephraser,T034,"Madde doğal olarak üç halde bulunur: katı, sıvı ve gaz. Bir katıda, parçacıklar birbirine sıkı bir şekilde paketlenir ve yerinde titreşir; bu nedenle katılar, buzdolabındaki buz küpü veya masanın üzerindeki tahta kalem gibi sabit bir şekil ve hacmi korur. Sıvı halde parçacıklar arasındaki boşluk hafifçe artarak onların birbirlerinin üzerinden kaymalarına olanak tanır; bu nedenle sıvılar sabit bir hacmi korurken bulundukları kabın şekline uyarlar. Bir bardağa döktüğümüz su buna çok güzel bir örnektir. Gaz halinde parçacıklar birbirinden çok uzaktadır ve her yöne serbestçe hareket eder; dolayısıyla gazların, mutfak tüplerinde depolanan doğalgazda veya soluduğumuz havada olduğu gibi belirli bir şekli veya hacmi yoktur. Bu durumlar arasındaki temel fark, yerçekimi kuvveti, mesafe ve parçacıklar arasındaki hareket özgürlüğüdür. Madde ısı alışverişi yaparak bir durumdan diğerine geçebilir.",122,896,uygulanmaz,47.8,hayir
T036,humanized,2,Claude,Aithor,T034,"Madde, doğada katı, sıvı ve gaz hâlinde bulunur. Katı hâlde tanecikler birbirine çok yakındır ve düzenli bir biçimde titreşir. Bu nedenle katıların şekli ve hacmi bellidir. Örneğin buzdolabındaki buz küpü veya masamızın üzerindeki tahta kalem birer katıdır. Sıvı hâlde ise tanecikler arasındaki boşluk biraz artar ve tanecikler birbiri üzerinden kayabilir. Bu yüzden sıvılar bulundukları kabın şeklini alır ama hacimleri değişmez. Bardağa doldurduğumuz su bunun güzel bir örneğidir. Gaz hâlinde ise tanecikler çok uzak ve serbesttir; her yöne dağılırlar. Bu nedenle gazların şekli yoktur; ayrıca hacimleri de yoktur. Mutfak tüpündeki doğal gaz veya soluduğumuz hava buna örnektir. Bu hâller arasındaki en önemli fark, tanecikler arasındaki çekim kuvveti, uzaklık ve hareket serbestliğidir. Isı alışverişiyle madde bir hâlden diğerine geçebilir.",117,844,uygulanmaz,79.3,hayir
T037,ai,3,Claude,,,"Teknoloji, eğitimi hem kolaylaştıran hem de bazı yeni sorunlar doğuran güçlü bir araçtır. Olumlu yanı düşünüldüğünde, internet sayesinde bilgiye ulaşmak çok hızlanmış, uzaktan eğitim uygulamaları sayesinde farklı şehirlerde yaşayan öğrenciler aynı derse katılabilir hale gelmiştir. Görsel ve işitsel materyaller soyut konuları somutlaştırdığı için öğrenmeyi kalıcı kılar; öğrenciler kendi hızlarında ilerleme fırsatı bulur. Tekrar izlenebilen ders videoları, geride kalan öğrenciler için önemli bir destek sağlar. Ancak madalyonun diğer yüzünde ciddi riskler vardır. Sürekli ekran karşısında kalmak dikkat süresini kısaltmakta, öğrencileri hazır bilgiye alıştırarak araştırma ve düşünme çabasını azaltmaktadır. Ayrıca her ailenin aynı imkânlara sahip olmaması fırsat eşitsizliğini derinleştirir. Bana göre teknoloji tek başına ne iyi ne kötüdür; belirleyici olan, öğretmenin rehberliğinde bilinçli ve ölçülü kullanılmasıdır.",114,924,uygun,,hayir
T038,humanized,3,Claude,Aithor,T037,"Teknoloji, eğitimi kolaylaştıran ve bazı yeni sorunlar getiren bir araçtır. Olumlu yanına bakarsak, internet sayesinde bilgiye ulaşmak çok daha hızlı hale gelmiştir. Uzaktan eğitim uygulamaları ile farklı şehirlerde yaşayan öğrenciler aynı derse katılabilmektedir. Görsel ve işitsel materyaller soyut konuları somutlaştırarak öğrenmeyi kalıcı hale getirir; öğrenciler kendi hızlarında ilerleme fırsatı bulurlar. Tekrar izlenebilen ders videoları geride kalan öğrencilere büyük destek sağlar. Ama diğer yüzünde ciddi riskler vardır. Sürekli ekran karşısında kalmak dikkat süresini kısaltır, öğrencileri hazır bilgiye alıştırarak araştırma ve düşünme çabasını azaltır. Her ailenin aynı imkânlara sahip olmaması fırsat eşitsizliğini derinleştirir. Bana göre teknoloji tek başına ne iyi ne kötü; belirleyici olan öğretmenin rehberliğinde bilinçli ve ölçülü kullanılmasıdır.",108,869,uygulanmaz,77.7,hayir
T039,humanized,3,Claude,Rephraser,T037,"Teknoloji eğitime yardımcı olan ama aynı zamanda bazı yeni sorunlar da yaratan güçlü bir araçtır. Olumlu tarafı, internet bilgiye erişimi çok daha hızlı hale getirdi ve uzaktan eğitim araçları artık farklı şehirlerdeki öğrencilerin aynı kurslara katılmasına olanak tanıyor. Görsel ve işitsel materyaller, öğrencilerin soyut kavramları somut hale getirerek bilgiyi akılda tutmalarına yardımcı olurken aynı zamanda kendi hızlarında öğrenmelerine de olanak sağlar. Tekrar izlenebilecek ders videoları, yetişmekte zorlanan öğrencilere çok önemli yardımlar sunuyor. Ancak madalyonun diğer tarafında önemli riskler var. Sürekli ekranlara bakmak, öğrencileri hazır bilgilere alıştırarak dikkat sürelerini kısaltır, araştırma ve düşünme çabalarını azaltır. Ayrıca tüm ailelerin eşit fırsatlara sahip olmadığı gerçeği, fırsat eşitsizliğini daha da artırmaktadır. Bana göre teknoloji kendi başına ne iyi ne de kötüdür; asıl önemli olan bunun bir öğretmen rehberliğinde bilinçli ve ölçülü uygulanmasıdır.",128,993,uygulanmaz,50.5,hayir
T040,ai,4,Claude,,,"Etkili bir sınav hazırlığı, öncelikle sınavın kapsamını ve tarihini net biçimde öğrenmekle başlar; öğrenci hangi konulardan sorumlu olduğunu bilmeden plan yapamaz. İkinci adımda kalan süreyi konulara bölen, günlük ve haftalık hedefler içeren gerçekçi bir çalışma programı hazırlanmalıdır. Ardından öğrenci ders notlarını, kitapları ve öğretmenin verdiği kaynakları toplayarak konuları anlayarak okumalı, önemli noktaları kendi cümleleriyle özetlemelidir. Öğrenmenin kalıcı olması için bol soru çözmek, çıkmış sınavları denemek ve yanlışları not alarak eksik kalan konulara geri dönmek gerekir. Çalışma sırasında düzenli aralar vermek, uyku ve beslenmeye dikkat etmek de başarıyı doğrudan etkiler. Son adımda ise öğrenci sınavdan bir ya da iki gün önce yeni konu öğrenmek yerine tekrar yapmalı ve sınava dinlenmiş, sakin bir zihinle girmelidir.",113,843,uygun,,hayir
T041,humanized,4,Claude,Aithor,T040,"Etkili bir sınav hazırlığı, öncelikle sınavın kapsamını ve tarihini net biçimde öğrenmekle başlar; öğrenci hangi konulardan sorumlu olduğunu bilmeden plan yapamaz. İkinci adımda kalan süreyi konulara bölen, günlük ve haftalık hedefler içeren gerçekçi bir çalışma programı hazırlanmalıdır. Ardından öğrenci ders notlarını, kitapları ve öğretmenin verdiği kaynakları toplayarak konuları anlayarak okumalı, önemli noktaları kendi cümleleriyle özetlemelidir. Öğrenmenin kalıcı olması için bol soru çözmek, çıkmış sınavları denemek ve yanlışları not alarak eksik kalan konulara geri dönmek gerekir. Çalışma sırasında düzenli aralar vermek, uyku ve beslenmeye dikkat etmek de başarıyı doğrudan etkiler. Son adımda ise öğrenci sınavdan bir ya da iki gün önce yeni konu öğrenmek yerine tekrar yapmalı ve sınava dinlenmiş, sakin bir zihinle girmelidir.",113,843,uygulanmaz,100.0,evet
T042,humanized,4,Claude,Rephraser,T040,"Etkili sınav hazırlığı sınavın kapsamını ve tarihini net bir şekilde anlamakla başlar, çünkü öğrenci hangi konulardan sorumlu olduğunu bilmeden plan oluşturamaz. İkinci adımda kalan zamanı belirli konulara ayıran, günlük ve haftalık hedefler koyan gerçekçi bir çalışma planı oluşturmalısınız. Daha sonra öğrenci, öğretmenin sağladığı ders notlarını, kitapları ve kaynakları toplamalı, konuları dikkatlice okuyarak anlayacak ve önemli noktaları kendi cümleleriyle özetlemelidir. Bağlı kalmayı öğrenmek için birçok soruyu yanıtlamalı, deneme sınavlarına girmeli, hatalarınızı kaydetmeli ve kaçırdığınız konuları gözden geçirmelisiniz. Düzenli molalar vermek, yeterince uyumak ve iyi beslenmek de başarınızı doğrudan etkiler. Son adımda öğrenci sınavdan bir veya iki gün önce yeni bir konu öğrenmek yerine materyali gözden geçirip ardından dinlenmiş ve sakin bir zihinle sınava girmelidir.",113,886,uygulanmaz,53.0,hayir
T043,ai,5,Claude,,,"Yüz yüze eğitim, öğretmen ve öğrencinin aynı ortamda bulunmasına dayandığı için iletişimi güçlendirir; beden dili, anlık geri bildirim ve sınıf içi etkileşim öğrenmeyi kolaylaştırır. Ayrıca laboratuvar, atölye gibi uygulamalı çalışmalar bu modelde daha verimlidir. Öğrenciler arasında kurulan arkadaşlık bağları da kişisel gelişimi destekler. Buna karşılık ulaşım masrafı, zaman kaybı ve sabit ders saatleri önemli sınırlılıklar olarak öne çıkar. Uzaktan eğitim ise mekândan bağımsız olması, kayıtlı derslerin tekrar izlenebilmesi ve öğrencinin kendi hızında ilerleyebilmesi sayesinde esneklik sunar; maliyeti de genellikle daha düşüktür. Ancak internet ve cihaz erişimindeki eşitsizlikler, dikkat dağınıklığı, sosyalleşme eksikliği ve öz disiplin gerekliliği başlıca dezavantajlarıdır. Sonuç olarak iki yöntem birbirinin rakibi değil tamamlayıcısıdır; harmanlanmış modeller her iki yaklaşımın güçlü yönlerini bir araya getirebilir.",115,932,uygun,,hayir
T044,humanized,5,Claude,Aithor,T043,"Yüz yüze eğitim, öğretmen ve öğrencinin aynı ortamda bulunmasına dayandığı için iletişimi güçlendirir; beden dili, anlık geri bildirim ve sınıf içi etkileşim öğrenmeyi kolaylaştırır. Ayrıca laboratuvar, atölye gibi uygulamalı çalışmalar bu modelde daha verimlidir. Öğrenciler arasında kurulan arkadaşlık bağları da kişisel gelişimi destekler. Buna karşılık ulaşım masrafı, zaman kaybı ve sabit ders saatleri önemli sınırlılıklar olarak öne çıkar. Uzaktan eğitim ise mekândan bağımsız olması, kayıtlı derslerin tekrar izlenebilmesi ve öğrencinin kendi hızında ilerleyebilmesi sayesinde esneklik sunar; maliyeti de genellikle daha düşüktür. Ancak internet ve cihaz erişimindeki eşitsizlikler, dikkat dağınıklığı, sosyalleşme eksikliği ve öz disiplin gerekliliği başlıca dezavantajlarıdır. Sonuç olarak iki yöntem birbirinin rakibi değil tamamlayıcısıdır; harmanlanmış modeller her iki yaklaşımın güçlü yönlerini bir araya getirebilir.",115,932,uygulanmaz,100.0,evet
T045,humanized,5,Claude,Rephraser,T043,"Yüz yüze eğitim iletişimi güçlendirir çünkü öğretmen ve öğrenci aynı ortamı paylaşır; burada beden dili, anında geri bildirim ve sınıf içi etkileşim öğrenmeyi kolaylaştırmaya yardımcı olur. Ayrıca laboratuvar, atölye gibi uygulamalı çalışmalar bu modelde daha verimlidir. Öğrencilerin kurdukları arkadaşlıklar aynı zamanda onların birey olarak gelişmelerine de yardımcı olur. Bunun tersine, ulaşım masrafları, kaybedilen zaman ve sabit ders süreleri önemli kısıtlar olarak ortaya çıkmaktadır. Öte yandan uzaktan eğitim, konumdan bağımsız olması, kayıtlı dersleri yeniden izleme olanağı ve kendi hızınızda öğrenme seçeneği nedeniyle esneklik sağlar ve bunların hepsi genellikle daha az maliyetlidir. Ancak ana dezavantajları arasında internete ve cihazlara eşit olmayan erişim, dikkat dağıtıcı unsurlar, sosyal etkileşimin azalması ve öz disiplin gerekliliği yer alıyor. Sonuç olarak, iki yöntem birbiriyle rekabet etmek yerine birbirini tamamlayarak harmanlanmış modellerin her iki yaklaşımın güçlü yanlarından yararlanmasına olanak tanır.",132,1039,uygulanmaz,49.1,hayir
T046,ai,1,Kumru,,,"Türkiye Cumhuriyeti, 29 Ekim 1923'te Mustafa Kemal Atatürk liderliğinde ilan edilen bir cumhuriyettir. Başkenti Ankara'dır. Yönetim biçimi cumhuriyet olan Türkiye, laiklik ve eşitlik ilkelerine dayanır. Ülke; yasama (TBMM), yürütme (Cumhurbaşkanı ve hükümet) ve yargı erkleriyle yönetilir. Yargı bağımsızlığı anayasayla güvence altına alınmıştır. Cumhuriyet yönetiminde halk seçimlerle temsilcilerini seçer ve bu temsilciler ülkeyi yönetir. Yasama yetkisi TBMM'ye; yürütme yetkisi ise Cumhurbaşkanı ve onun belirlediği bakanlar kuruluna aittir. Yönetim biçiminde demokrasi, insan hakları ve hukukun üstünlüğü temel ilkelerdir ve devletin tüm kurumları bu ilkeler çerçevesinde işler. Türkiye, köklü bir tarihe ve zengin bir kültürel mirasa sahiptir; aynı zamanda çağdaşlaşma yolunda önemli adımlar atmaktadır.",101,808,uygun,,hayir
T047,ai,2,Kumru,,,"Maddenin üç temel hâli vardır: katı, sıvı ve gaz. Katı hâl; maddenin belirli bir şekle sahip olduğu, genellikle dışarıdan bir etki olmadan şeklini koruduğu durumdur. Örneğin; buz veya kurşun kalem gibi maddeler bu hâle sahiptir. Sıvı hâl ise; maddenin akışkanlık gösterdiği ve bulunduğu kabın şeklini aldığı durumdur. Su ya da süt gibi (sıvı yağ gibi) maddeler bu hâli yaşar. Gaz hâli; maddenin en düzensiz hâlidir ve bulunduğu kabı tamamen doldurur ya da taşarak hacmini artırır. Hava (balon içindeki hava) veya helyum gazı (hava gazı gibi) bu duruma örnektir. Bu üç hâl maddeyi birbirinden ayıran en temel özelliklerdir ve hepsi de maddenin farklı hallerini temsil eder.",105,672,uygun,,hayir
T048,humanized,1,Kumru,Aithor,T046,"Türkiye Cumhuriyeti, 29 Ekim 1923'te Mustafa Kemal Atatürk tarafından ilan edilen bir cumhuriyettir. Başkenti Ankara'dır. Türkiye, yönetim biçimi olarak cumhuriyet benimsemiş bir devlettir ve laiklik ile eşitlik ilkelerine bağlıdır. Ülke yasama (Türkiye Büyük Millet Meclisi), yürütme (Cumhurbaşkanı ve hükümet) ve yargı erkleriyle yönetilmektedir. Yargı bağımsızlığı anayasayla güvence altına alınmıştır. Cumhuriyet yönetiminde halk seçimlerle temsilcilerini seçer ve bu temsilciler ülkeyi yönetir. Yasama yetkisi Türkiye Büyük Millet Meclisi'ne; yürütme yetkisi ise Cumhurbaşkanı ve onun belirlediği bakanlar kuruluna aittir. Yönetim biçiminde demokrasi, insan hakları ve hukukun üstünlüğü temel ilkelerdir; devletin tüm kurumları bu ilkeler çerçevesinde işler. Türkiye, köklü bir tarihe sahip zengin kültürel mirasa sahiptir; aynı zamanda çağdaşlaşma yolunda önemli adımlar atmaktadır.",109,888,uygulanmaz,90.8,hayir
T049,humanized,1,Kumru,Rephraser,T046,"Türkiye Cumhuriyeti, 29 Ekim 1923'te Mustafa Kemal Atatürk'ün önderliğinde cumhuriyet olarak kuruldu. Başkenti Ankara'dır. Türkiye, laiklik ve eşitlik ilkeleri üzerine kurulmuş bir cumhuriyettir. Ülke; Yasama (Türkiye Büyük Millet Meclisi), yürütme (Cumhurbaşkanlığı ve hükümet) ve yargı organları tarafından yönetilir. Anayasa yargı bağımsızlığını güvence altına alıyor. Cumhuriyette halk, temsilcilerini seçimlerle seçer ve bu temsilciler ülkeyi yönetir. Yasama yetkisi Türkiye Büyük Millet Meclisi'nde, yürütme yetkisi ise Cumhurbaşkanı ve onun atadığı Bakanlar Kurulu'ndadır. Demokrasi, insan hakları ve hukukun üstünlüğü, hükümetin temel ilkeleri olarak hizmet etmekte ve tüm devlet kurumlarının bu yerleşik çerçeve içerisinde işlemesini sağlamaktadır. Türkiye köklü bir tarihe ve zengin bir kültürel mirasa sahip olmakla birlikte aynı zamanda modernleşme yolunda da önemli adımlar atmaktadır.",111,898,uygulanmaz,58.6,hayir
T050,humanized,2,Kumru,Aithor,T047,"Maddenin üç temel hali vardır: katı, sıvı ve gaz. Katı hâl, maddenin belirli bir şekle sahip olduğu ve genellikle dışarıdan bir etki olmadan şeklini koruduğu durumdur. Örneğin; buz veya kurşun kalem gibi maddeler bu hâle sahiptir. Sıvı hâl ise; maddenin akışkanlık gösterdiği ve bulunduğu kabın şeklini aldığı durumdur. Su ya da süt gibi (sıvı yağ gibi) maddeler bu hâli yaşar. Gaz hâli; maddenin en düzensiz hâlidir ve bulunduğu kabı tamamen doldurur ya da taşarak hacmini artırır. Hava (balon içindeki hava) veya helyum gazı (hava gazı gibi) bu duruma örnektir. Bu üç hal maddeyi birbirinden ayıran en temel özelliklerdir ve hepsi de maddenin farklı hallerini temsil eder.",106,674,uygulanmaz,97.5,hayir
T051,humanized,2,Kumru,Rephraser,T047,"Madde üç temel halde bulunur: katı, sıvı ve gaz. Katı hal; bu, bir maddenin belirli bir şekle sahip olduğu ve genellikle herhangi bir dış kuvvet olmaksızın bu şekli koruduğu bir durumdur. Örneğin buz, kalem gibi maddeler bu durumdadır. Sıvı hal, bir maddenin aktığı ve bulunduğu kabın şekline uyduğu durum olarak tanımlanır. Su veya süt gibi maddeler (örneğin yağ) bu durumdan geçer. Gaz halindeki madde en düzensiz halindedir ve ya bulunduğu kabı tamamen dolduracak ya da taşarak genişleyecektir. Hava (balonun içindeki hava) veya helyum gazı (örneğin, genellikle ""hava gazı"" olarak adlandırılan gaz) bu senaryonun örnekleridir. Bu üç durum, maddenin bir biçimini diğerinden ayıran temel özelliklerdir ve her biri maddenin ayrı bir durumunu temsil eder.",113,754,uygulanmaz,53.1,hayir
T052,ai,3,Kumru,,,"Teknoloji, eğitimde hem fırsatları hem de bazı zorlukları beraberinde getirmiştir. Olumlu bir açıdan, teknoloji sayesinde bilgiye erişim kolaylaşmıştır; örneğin çevrimiçi dersler sayesinde dünyanın farklı noktalarındaki öğrencilere eğitim olanakları sunulabilmektedir. Ayrıca, teknolojik araçlar sayesinde eğitimde bireyselleştirme ve erişilebilirlik artmıştır. Olumsuz açıdan bakıldığındaysa, bazı öğrenciler bu teknolojik imkânlardan yeterince faydalanamamakta ve dijital uçurum dediğimiz bir eşitsizlik ortaya çıkabilmektedir. Özellikle kırsal bölgelerde veya teknolojiye erişimi kısıtlı olan öğrenciler, klasik yöntemlerle eğitim almakta; bu da öğrenme süreçlerini sekteye uğratabilmektedir. Sonuç olarak, teknolojinin eğitimdeki olumlu etkileri kadar olumsuz etkileri de bulunmaktadır ve her iki durum da dengeli bir şekilde ele alınmalıdır. Eğitim politikalarının bu etkileri dikkate alarak düzenlenmesi büyük önem taşır.",106,927,uygun,,hayir
T053,humanized,3,Kumru,Aithor,T052,"Teknoloji eğitimde fırsatlar ve zorluklar getirmiştir. İyi bir yönü, teknoloji ile bilgiye ulaşmak kolaylaşmıştır; örneğin online dersler ile dünyanın farklı yerlerindeki öğrencilere eğitim imkânları sunulabilmektedir. Ayrıca, teknolojik araçlar ile eğitimde kişiye özel olma ve ulaşılabilirlik artmıştır. Kötü bir yönü ise bazı öğrenciler bu teknolojik imkânlardan yeterince yararlanamayarak dijital uçurum dediğimiz bir eşitsizlik ortaya çıkabilmektedir. Özellikle kırsal alanlarda ya da teknolojiye erişimi kısıtlı olan öğrenciler klasik yöntemlerle eğitim almakta bu da öğrenme süreçlerini aksatabilmektedir. Sonuç olarak, teknolojinin eğitimdeki iyi etkileri kadar kötü etkileri de vardır ve her iki durum dengeli bir şekilde ele alınmalıdır. Eğitim politikalarının bu etkileri dikkate alarak düzenlenmesi çok önemlidir.",102,825,uygulanmaz,66.3,hayir
T054,humanized,3,Kumru,Rephraser,T052,"Teknoloji eğitim için hem fırsatlar hem de bazı zorluklar yarattı. İşin iyi tarafı, teknoloji bilgiye erişimi kolaylaştırdı; örneğin, çevrimiçi kurslar artık dünyanın her yerinden öğrencilerin eğitime erişmesine olanak tanıyor. Ayrıca teknolojik araçlar eğitimde bireyselleşmeyi ve erişilebilirliği artırmıştır. İşin olumsuz tarafı ise bazı öğrencilerin bu teknolojik fırsatlardan tam anlamıyla yararlanamaması olabilir ve bu da potansiyel olarak dijital uçurum olarak bilinen bir boşluğa yol açabilir. Kırsal bölgelerdeki veya sınırlı teknoloji erişimine sahip öğrenciler genellikle geleneksel öğretim yöntemlerine güveniyor ve bu da öğrenmelerini aksatabiliyor. Sonuç olarak eğitimde teknolojinin hem yararları hem de sakıncaları vardır ve her iki boyutun da dengeli bir şekilde yönetilmesi gerekmektedir. Eğitim politikalarının bu etkileri dikkate alarak tasarlanması büyük önem taşımaktadır.",111,895,uygulanmaz,38.2,hayir
T055,ai,4,Kumru,,,"Bir öğrencinin sınava etkili şekilde hazırlanması için öncelikle hedefini belirlemesi önemlidir. Ardından, günlük çalışma programı oluşturmalıdır. Her gün belirli saatlerde, konu tekrarı yaparak ve test çözerek eksiklerini gidermelidir. Zorlandığı konuları not almalı; gerekirse öğretmenlerinden veya arkadaşlarından yardım istemelidir. Düzenli tekrar alışkanlığı kazanmak, bilgilerin kalıcı olmasını sağlar. Uyku düzenine dikkat etmeli; yeterli uyumaya özen göstermelidir. Beslenmesine dikkat etmeli ve sağlıklı beslenmeye özen göstermelidir. Stresten uzak durmak için nefes egzersizleri veya kısa yürüyüşler yapabilir. Başarıya ulaşmak için zaman yönetimi de çok önemlidir: Her dersten sonra kısa molalar vererek dinlenmeli ve ardından bir sonraki derse odaklanmalıdır. Son olarak, sınav öncesi deneme sınavları çözmek; eksiklerini görmek ve sınav stresini yönetmek açısından faydalıdır.",108,889,uygun,,hayir
